id;valeur;exercice_id;commune_id;indicateur_id;modalite_id;created_by;created_date;last_modified_by;last_modified_date
18250;72.5;1151;1;1259;;admin;2019-12-12 16:30:09.743;admin;2019-12-12 16:30:09.743
18501;84.8;1151;1;1257;;admin;2019-12-12 16:30:09.746;admin;2019-12-12 16:30:09.746
18502;31.399999618530273;1151;1;1260;;admin;2019-12-12 16:30:09.749;admin;2019-12-12 16:30:09.749
18503;95.80000305175781;1151;1;1254;;admin;2019-12-12 16:30:09.752;admin;2019-12-12 16:30:09.752
18504;58.29999923706055;1151;1;1255;;admin;2019-12-12 16:30:09.755;admin;2019-12-12 16:30:09.755
18505;0.6000000238418579;1151;38;1252;;admin;2019-12-12 16:30:09.816;admin;2019-12-12 16:30:09.816
18506;36.0;1151;38;1253;;admin;2019-12-12 16:30:09.818;admin;2019-12-12 16:30:09.818
18507;86.4000015258789;1151;38;1256;;admin;2019-12-12 16:30:09.821;admin;2019-12-12 16:30:09.821
18508;0.0;1151;38;1258;;admin;2019-12-12 16:30:09.823;admin;2019-12-12 16:30:09.823
18509;59.5;1151;38;1259;;admin;2019-12-12 16:30:09.826;admin;2019-12-12 16:30:09.826
18510;103.2;1151;38;1257;;admin;2019-12-12 16:30:09.828;admin;2019-12-12 16:30:09.828
18511;12.300000190734863;1151;38;1260;;admin;2019-12-12 16:30:09.831;admin;2019-12-12 16:30:09.831
18512;89.5;1151;38;1254;;admin;2019-12-12 16:30:09.833;admin;2019-12-12 16:30:09.833
18513;42.099998474121094;1151;38;1255;;admin;2019-12-12 16:30:09.836;admin;2019-12-12 16:30:09.836
18514;17.799999237060547;1151;334;1252;;admin;2019-12-12 16:30:09.899;admin;2019-12-12 16:30:09.899
18515;27.5;1151;334;1253;;admin;2019-12-12 16:30:09.901;admin;2019-12-12 16:30:09.901
18516;88.0999984741211;1151;334;1256;;admin;2019-12-12 16:30:09.904;admin;2019-12-12 16:30:09.904
18517;25.0;1151;334;1258;;admin;2019-12-12 16:30:09.906;admin;2019-12-12 16:30:09.906
18518;55.20000076293945;1151;334;1259;;admin;2019-12-12 16:30:09.909;admin;2019-12-12 16:30:09.909
18519;106.3;1151;334;1257;;admin;2019-12-12 16:30:09.912;admin;2019-12-12 16:30:09.912
18520;22.600000381469727;1151;334;1260;;admin;2019-12-12 16:30:09.914;admin;2019-12-12 16:30:09.914
18521;86.69999694824219;1151;334;1254;;admin;2019-12-12 16:30:09.916;admin;2019-12-12 16:30:09.916
18522;26.700000762939453;1151;334;1255;;admin;2019-12-12 16:30:09.919;admin;2019-12-12 16:30:09.919
18523;-53.400001525878906;1151;20;1252;;admin;2019-12-12 16:30:09.976;admin;2019-12-12 16:30:09.976
18524;10.100000381469727;1151;20;1253;;admin;2019-12-12 16:30:09.978;admin;2019-12-12 16:30:09.978
18525;86.80000305175781;1151;20;1256;;admin;2019-12-12 16:30:09.98;admin;2019-12-12 16:30:09.98
18526;33.29999923706055;1151;20;1258;;admin;2019-12-12 16:30:09.982;admin;2019-12-12 16:30:09.982
18527;64.5999984741211;1151;20;1259;;admin;2019-12-12 16:30:09.985;admin;2019-12-12 16:30:09.985
18528;106.2;1151;20;1257;;admin;2019-12-12 16:30:09.987;admin;2019-12-12 16:30:09.987
18529;601.2999877929688;1151;20;1260;;admin;2019-12-12 16:30:09.989;admin;2019-12-12 16:30:09.989
18530;95.0;1151;20;1254;;admin;2019-12-12 16:30:09.992;admin;2019-12-12 16:30:09.992
18531;70.0;1151;20;1255;;admin;2019-12-12 16:30:09.994;admin;2019-12-12 16:30:09.994
18532;6.099999904632568;1151;96;1252;;admin;2019-12-12 16:30:10.045;admin;2019-12-12 16:30:10.045
18533;9.600000381469727;1151;96;1253;;admin;2019-12-12 16:30:10.047;admin;2019-12-12 16:30:10.047
18534;73.69999694824219;1151;96;1256;;admin;2019-12-12 16:30:10.049;admin;2019-12-12 16:30:10.049
18535;50.0;1151;96;1258;;admin;2019-12-12 16:30:10.051;admin;2019-12-12 16:30:10.051
18536;98.5;1151;96;1259;;admin;2019-12-12 16:30:10.053;admin;2019-12-12 16:30:10.053
18537;38.0;1151;96;1257;;admin;2019-12-12 16:30:10.055;admin;2019-12-12 16:30:10.055
18538;55.29999923706055;1151;96;1260;;admin;2019-12-12 16:30:10.058;admin;2019-12-12 16:30:10.058
18539;87.5;1151;96;1254;;admin;2019-12-12 16:30:10.06;admin;2019-12-12 16:30:10.06
18540;62.5;1151;96;1255;;admin;2019-12-12 16:30:10.062;admin;2019-12-12 16:30:10.062
18541;-30.0;1151;2;1252;;admin;2019-12-12 16:30:10.123;admin;2019-12-12 16:30:10.123
18542;7.0;1151;2;1253;;admin;2019-12-12 16:30:10.126;admin;2019-12-12 16:30:10.126
18543;99.69999694824219;1151;2;1256;;admin;2019-12-12 16:30:10.128;admin;2019-12-12 16:30:10.128
18544;50.0;1151;2;1258;;admin;2019-12-12 16:30:10.131;admin;2019-12-12 16:30:10.131
18545;96.9000015258789;1151;2;1259;;admin;2019-12-12 16:30:10.133;admin;2019-12-12 16:30:10.133
18546;102.7;1151;2;1257;;admin;2019-12-12 16:30:10.135;admin;2019-12-12 16:30:10.135
18547;81.80000305175781;1151;2;1260;;admin;2019-12-12 16:30:10.137;admin;2019-12-12 16:30:10.137
18548;88.9000015258789;1151;2;1254;;admin;2019-12-12 16:30:10.139;admin;2019-12-12 16:30:10.139
18549;22.200000762939453;1151;2;1255;;admin;2019-12-12 16:30:10.142;admin;2019-12-12 16:30:10.142
18550;7.400000095367432;1151;66;1252;;admin;2019-12-12 16:30:10.206;admin;2019-12-12 16:30:10.206
18751;4.199999809265137;1151;66;1253;;admin;2019-12-12 16:30:10.209;admin;2019-12-12 16:30:10.209
18752;60.0;1151;66;1256;;admin;2019-12-12 16:30:10.212;admin;2019-12-12 16:30:10.212
18753;100.0;1151;66;1258;;admin;2019-12-12 16:30:10.215;admin;2019-12-12 16:30:10.215
18754;67.4000015258789;1151;66;1259;;admin;2019-12-12 16:30:10.217;admin;2019-12-12 16:30:10.217
18755;84.0;1151;66;1257;;admin;2019-12-12 16:30:10.22;admin;2019-12-12 16:30:10.22
18756;27.700000762939453;1151;66;1260;;admin;2019-12-12 16:30:10.222;admin;2019-12-12 16:30:10.222
18757;86.69999694824219;1151;66;1254;;admin;2019-12-12 16:30:10.225;admin;2019-12-12 16:30:10.225
18758;40.0;1151;66;1255;;admin;2019-12-12 16:30:10.228;admin;2019-12-12 16:30:10.228
18759;-0.699999988079071;1151;183;1252;;admin;2019-12-12 16:30:10.289;admin;2019-12-12 16:30:10.289
18760;1.7999999523162842;1151;183;1253;;admin;2019-12-12 16:30:10.292;admin;2019-12-12 16:30:10.292
18761;66.5;1151;183;1256;;admin;2019-12-12 16:30:10.295;admin;2019-12-12 16:30:10.295
18762;0.0;1151;183;1258;;admin;2019-12-12 16:30:10.297;admin;2019-12-12 16:30:10.297
18763;40.900001525878906;1151;183;1259;;admin;2019-12-12 16:30:10.3;admin;2019-12-12 16:30:10.3
18764;56.1;1151;183;1257;;admin;2019-12-12 16:30:10.302;admin;2019-12-12 16:30:10.302
18765;54.099998474121094;1151;183;1260;;admin;2019-12-12 16:30:10.305;admin;2019-12-12 16:30:10.305
18766;100.0;1151;183;1254;;admin;2019-12-12 16:30:10.307;admin;2019-12-12 16:30:10.307
18767;12.5;1151;183;1255;;admin;2019-12-12 16:30:10.31;admin;2019-12-12 16:30:10.31
18768;0.0;1151;270;1252;;admin;2019-12-12 16:30:10.377;admin;2019-12-12 16:30:10.377
18769;10.5;1151;270;1253;;admin;2019-12-12 16:30:10.379;admin;2019-12-12 16:30:10.379
18770;60.70000076293945;1151;270;1256;;admin;2019-12-12 16:30:10.382;admin;2019-12-12 16:30:10.382
18771;40.0;1151;270;1258;;admin;2019-12-12 16:30:10.385;admin;2019-12-12 16:30:10.385
18772;81.5;1151;270;1259;;admin;2019-12-12 16:30:10.388;admin;2019-12-12 16:30:10.388
18773;80.2;1151;270;1257;;admin;2019-12-12 16:30:10.391;admin;2019-12-12 16:30:10.391
18774;28.100000381469727;1151;270;1260;;admin;2019-12-12 16:30:10.414;admin;2019-12-12 16:30:10.414
18775;100.0;1151;270;1254;;admin;2019-12-12 16:30:10.417;admin;2019-12-12 16:30:10.417
18776;73.30000305175781;1151;270;1255;;admin;2019-12-12 16:30:10.419;admin;2019-12-12 16:30:10.419
18777;12.600000381469727;1151;124;1252;;admin;2019-12-12 16:30:10.48;admin;2019-12-12 16:30:10.48
18778;16.5;1151;124;1253;;admin;2019-12-12 16:30:10.483;admin;2019-12-12 16:30:10.483
18779;54.79999923706055;1151;124;1256;;admin;2019-12-12 16:30:10.486;admin;2019-12-12 16:30:10.486
18780;0.0;1151;124;1258;;admin;2019-12-12 16:30:10.489;admin;2019-12-12 16:30:10.489
18781;79.19999694824219;1151;124;1259;;admin;2019-12-12 16:30:10.491;admin;2019-12-12 16:30:10.491
18782;83.5;1151;124;1257;;admin;2019-12-12 16:30:10.494;admin;2019-12-12 16:30:10.494
18783;28.299999237060547;1151;124;1260;;admin;2019-12-12 16:30:10.497;admin;2019-12-12 16:30:10.497
18784;100.0;1151;124;1254;;admin;2019-12-12 16:30:10.5;admin;2019-12-12 16:30:10.5
18785;45.5;1151;124;1255;;admin;2019-12-12 16:30:10.502;admin;2019-12-12 16:30:10.502
18786;4.5;1151;39;1252;;admin;2019-12-12 16:30:10.563;admin;2019-12-12 16:30:10.563
18787;12.300000190734863;1151;39;1253;;admin;2019-12-12 16:30:10.565;admin;2019-12-12 16:30:10.565
18788;82.80000305175781;1151;39;1256;;admin;2019-12-12 16:30:10.567;admin;2019-12-12 16:30:10.567
18789;25.0;1151;39;1258;;admin;2019-12-12 16:30:10.57;admin;2019-12-12 16:30:10.57
18790;40.599998474121094;1151;39;1259;;admin;2019-12-12 16:30:10.572;admin;2019-12-12 16:30:10.572
18791;98.9;1151;39;1257;;admin;2019-12-12 16:30:10.574;admin;2019-12-12 16:30:10.574
18792;28.5;1151;39;1260;;admin;2019-12-12 16:30:10.577;admin;2019-12-12 16:30:10.577
18793;93.30000305175781;1151;39;1254;;admin;2019-12-12 16:30:10.579;admin;2019-12-12 16:30:10.579
18794;33.29999923706055;1151;39;1255;;admin;2019-12-12 16:30:10.582;admin;2019-12-12 16:30:10.582
18795;1.0;1151;284;1252;;admin;2019-12-12 16:30:10.641;admin;2019-12-12 16:30:10.641
18796;80.0999984741211;1151;284;1253;;admin;2019-12-12 16:30:10.643;admin;2019-12-12 16:30:10.643
18797;51.099998474121094;1151;284;1256;;admin;2019-12-12 16:30:10.646;admin;2019-12-12 16:30:10.646
18798;0.0;1151;284;1258;;admin;2019-12-12 16:30:10.648;admin;2019-12-12 16:30:10.648
18799;78.0999984741211;1151;284;1259;;admin;2019-12-12 16:30:10.65;admin;2019-12-12 16:30:10.65
18800;80.8;1151;284;1257;;admin;2019-12-12 16:30:10.653;admin;2019-12-12 16:30:10.653
19051;32.5;1151;284;1260;;admin;2019-12-12 16:30:10.655;admin;2019-12-12 16:30:10.655
19052;90.0;1151;284;1254;;admin;2019-12-12 16:30:10.658;admin;2019-12-12 16:30:10.658
19053;0.0;1151;284;1255;;admin;2019-12-12 16:30:10.66;admin;2019-12-12 16:30:10.66
19054;0.800000011920929;1151;143;1252;;admin;2019-12-12 16:30:10.721;admin;2019-12-12 16:30:10.721
19055;3.0999999046325684;1151;143;1253;;admin;2019-12-12 16:30:10.724;admin;2019-12-12 16:30:10.724
19056;102.9000015258789;1151;143;1256;;admin;2019-12-12 16:30:10.726;admin;2019-12-12 16:30:10.726
19057;33.29999923706055;1151;143;1258;;admin;2019-12-12 16:30:10.729;admin;2019-12-12 16:30:10.729
19058;71.30000305175781;1151;143;1259;;admin;2019-12-12 16:30:10.731;admin;2019-12-12 16:30:10.731
19059;74.0;1151;143;1257;;admin;2019-12-12 16:30:10.734;admin;2019-12-12 16:30:10.734
19060;33.0;1151;143;1260;;admin;2019-12-12 16:30:10.736;admin;2019-12-12 16:30:10.736
19061;96.0;1151;143;1254;;admin;2019-12-12 16:30:10.739;admin;2019-12-12 16:30:10.739
19062;80.0;1151;143;1255;;admin;2019-12-12 16:30:10.741;admin;2019-12-12 16:30:10.741
19063;7.199999809265137;1151;321;1252;;admin;2019-12-12 16:30:10.802;admin;2019-12-12 16:30:10.802
19064;3.5999999046325684;1151;321;1253;;admin;2019-12-12 16:30:10.805;admin;2019-12-12 16:30:10.805
19065;84.5;1151;321;1256;;admin;2019-12-12 16:30:10.808;admin;2019-12-12 16:30:10.808
19066;63.599998474121094;1151;321;1258;;admin;2019-12-12 16:30:10.811;admin;2019-12-12 16:30:10.811
19067;68.0999984741211;1151;321;1259;;admin;2019-12-12 16:30:10.813;admin;2019-12-12 16:30:10.813
19068;101.9;1151;321;1257;;admin;2019-12-12 16:30:10.816;admin;2019-12-12 16:30:10.816
19069;107.9000015258789;1151;321;1260;;admin;2019-12-12 16:30:10.819;admin;2019-12-12 16:30:10.819
19070;100.0;1151;321;1254;;admin;2019-12-12 16:30:10.821;admin;2019-12-12 16:30:10.821
19071;12.0;1151;321;1255;;admin;2019-12-12 16:30:10.824;admin;2019-12-12 16:30:10.824
19072;0.0;1151;259;1252;;admin;2019-12-12 16:30:10.895;admin;2019-12-12 16:30:10.895
19073;7.5;1151;259;1253;;admin;2019-12-12 16:30:10.898;admin;2019-12-12 16:30:10.898
19074;103.5999984741211;1151;259;1256;;admin;2019-12-12 16:30:10.901;admin;2019-12-12 16:30:10.901
19075;100.0;1151;259;1258;;admin;2019-12-12 16:30:10.904;admin;2019-12-12 16:30:10.904
19076;62.70000076293945;1151;259;1259;;admin;2019-12-12 16:30:10.906;admin;2019-12-12 16:30:10.906
19077;112.5;1151;259;1257;;admin;2019-12-12 16:30:10.909;admin;2019-12-12 16:30:10.909
19078;3.700000047683716;1151;259;1260;;admin;2019-12-12 16:30:10.912;admin;2019-12-12 16:30:10.912
19079;93.30000305175781;1151;259;1254;;admin;2019-12-12 16:30:10.914;admin;2019-12-12 16:30:10.914
19080;60.0;1151;259;1255;;admin;2019-12-12 16:30:10.917;admin;2019-12-12 16:30:10.917
19081;5.599999904632568;1151;137;1252;;admin;2019-12-12 16:30:10.986;admin;2019-12-12 16:30:10.986
19082;9.100000381469727;1151;137;1253;;admin;2019-12-12 16:30:10.989;admin;2019-12-12 16:30:10.989
19083;80.4000015258789;1151;137;1256;;admin;2019-12-12 16:30:10.991;admin;2019-12-12 16:30:10.991
19084;0.0;1151;137;1258;;admin;2019-12-12 16:30:10.994;admin;2019-12-12 16:30:10.994
19085;57.20000076293945;1151;137;1259;;admin;2019-12-12 16:30:10.997;admin;2019-12-12 16:30:10.997
19086;109.3;1151;137;1257;;admin;2019-12-12 16:30:10.999;admin;2019-12-12 16:30:10.999
19087;22.200000762939453;1151;137;1260;;admin;2019-12-12 16:30:11.002;admin;2019-12-12 16:30:11.002
19088;73.30000305175781;1151;137;1254;;admin;2019-12-12 16:30:11.005;admin;2019-12-12 16:30:11.005
19089;80.0;1151;137;1255;;admin;2019-12-12 16:30:11.009;admin;2019-12-12 16:30:11.009
19090;7.199999809265137;1151;162;1252;;admin;2019-12-12 16:30:11.08;admin;2019-12-12 16:30:11.08
19091;3.299999952316284;1151;162;1253;;admin;2019-12-12 16:30:11.083;admin;2019-12-12 16:30:11.083
19092;95.69999694824219;1151;162;1256;;admin;2019-12-12 16:30:11.086;admin;2019-12-12 16:30:11.086
19093;0.0;1151;162;1258;;admin;2019-12-12 16:30:11.088;admin;2019-12-12 16:30:11.088
19094;58.099998474121094;1151;162;1259;;admin;2019-12-12 16:30:11.091;admin;2019-12-12 16:30:11.091
19095;103.6;1151;162;1257;;admin;2019-12-12 16:30:11.094;admin;2019-12-12 16:30:11.094
19096;44.70000076293945;1151;162;1260;;admin;2019-12-12 16:30:11.097;admin;2019-12-12 16:30:11.097
19097;86.69999694824219;1151;162;1254;;admin;2019-12-12 16:30:11.099;admin;2019-12-12 16:30:11.099
19098;60.0;1151;162;1255;;admin;2019-12-12 16:30:11.102;admin;2019-12-12 16:30:11.102
19099;-8.100000381469727;1151;340;1252;;admin;2019-12-12 16:30:11.169;admin;2019-12-12 16:30:11.169
19100;14.199999809265137;1151;340;1253;;admin;2019-12-12 16:30:11.171;admin;2019-12-12 16:30:11.171
19301;91.80000305175781;1151;340;1256;;admin;2019-12-12 16:30:11.175;admin;2019-12-12 16:30:11.175
19302;0.0;1151;340;1258;;admin;2019-12-12 16:30:11.178;admin;2019-12-12 16:30:11.178
19303;80.4000015258789;1151;340;1259;;admin;2019-12-12 16:30:11.18;admin;2019-12-12 16:30:11.18
19304;97.0;1151;340;1257;;admin;2019-12-12 16:30:11.183;admin;2019-12-12 16:30:11.183
19305;23.5;1151;340;1260;;admin;2019-12-12 16:30:11.186;admin;2019-12-12 16:30:11.186
19306;94.4000015258789;1151;340;1254;;admin;2019-12-12 16:30:11.189;admin;2019-12-12 16:30:11.189
19307;50.0;1151;340;1255;;admin;2019-12-12 16:30:11.191;admin;2019-12-12 16:30:11.191
19308;-11.399999618530273;1151;213;1252;;admin;2019-12-12 16:30:11.27;admin;2019-12-12 16:30:11.27
19309;11.399999618530273;1151;213;1253;;admin;2019-12-12 16:30:11.273;admin;2019-12-12 16:30:11.273
19310;78.30000305175781;1151;213;1256;;admin;2019-12-12 16:30:11.276;admin;2019-12-12 16:30:11.276
19311;0.0;1151;213;1258;;admin;2019-12-12 16:30:11.279;admin;2019-12-12 16:30:11.279
19312;86.69999694824219;1151;213;1259;;admin;2019-12-12 16:30:11.282;admin;2019-12-12 16:30:11.282
19313;93.9;1151;213;1257;;admin;2019-12-12 16:30:11.285;admin;2019-12-12 16:30:11.285
19314;53.79999923706055;1151;213;1260;;admin;2019-12-12 16:30:11.288;admin;2019-12-12 16:30:11.288
19315;100.0;1151;213;1254;;admin;2019-12-12 16:30:11.291;admin;2019-12-12 16:30:11.291
19316;60.0;1151;213;1255;;admin;2019-12-12 16:30:11.294;admin;2019-12-12 16:30:11.294
19317;-7.5;1151;308;1252;;admin;2019-12-12 16:30:11.376;admin;2019-12-12 16:30:11.376
19318;8.399999618530273;1151;308;1253;;admin;2019-12-12 16:30:11.379;admin;2019-12-12 16:30:11.379
19319;61.099998474121094;1151;308;1256;;admin;2019-12-12 16:30:11.382;admin;2019-12-12 16:30:11.382
19320;0.0;1151;308;1258;;admin;2019-12-12 16:30:11.385;admin;2019-12-12 16:30:11.385
19321;75.4000015258789;1151;308;1259;;admin;2019-12-12 16:30:11.389;admin;2019-12-12 16:30:11.389
19322;84.4;1151;308;1257;;admin;2019-12-12 16:30:11.392;admin;2019-12-12 16:30:11.392
19323;101.80000305175781;1151;308;1260;;admin;2019-12-12 16:30:11.395;admin;2019-12-12 16:30:11.395
19324;96.0;1151;308;1254;;admin;2019-12-12 16:30:11.398;admin;2019-12-12 16:30:11.398
19325;64.0;1151;308;1255;;admin;2019-12-12 16:30:11.4;admin;2019-12-12 16:30:11.4
19326;-12.600000381469727;1151;345;1252;;admin;2019-12-12 16:30:11.482;admin;2019-12-12 16:30:11.482
19327;10.399999618530273;1151;345;1253;;admin;2019-12-12 16:30:11.485;admin;2019-12-12 16:30:11.485
19328;86.0999984741211;1151;345;1256;;admin;2019-12-12 16:30:11.489;admin;2019-12-12 16:30:11.489
19329;0.0;1151;345;1258;;admin;2019-12-12 16:30:11.492;admin;2019-12-12 16:30:11.492
19330;57.400001525878906;1151;345;1259;;admin;2019-12-12 16:30:11.495;admin;2019-12-12 16:30:11.495
19331;113.8;1151;345;1257;;admin;2019-12-12 16:30:11.499;admin;2019-12-12 16:30:11.499
19332;26.899999618530273;1151;345;1260;;admin;2019-12-12 16:30:11.503;admin;2019-12-12 16:30:11.503
19333;100.0;1151;345;1254;;admin;2019-12-12 16:30:11.506;admin;2019-12-12 16:30:11.506
19334;0.0;1151;345;1255;;admin;2019-12-12 16:30:11.51;admin;2019-12-12 16:30:11.51
19335;-9.899999618530273;1151;67;1252;;admin;2019-12-12 16:30:11.594;admin;2019-12-12 16:30:11.594
19336;5.599999904632568;1151;67;1253;;admin;2019-12-12 16:30:11.597;admin;2019-12-12 16:30:11.597
19337;74.5;1151;67;1256;;admin;2019-12-12 16:30:11.601;admin;2019-12-12 16:30:11.601
19338;0.0;1151;67;1258;;admin;2019-12-12 16:30:11.604;admin;2019-12-12 16:30:11.604
19339;71.5999984741211;1151;67;1259;;admin;2019-12-12 16:30:11.608;admin;2019-12-12 16:30:11.608
19340;111.5;1151;67;1257;;admin;2019-12-12 16:30:11.612;admin;2019-12-12 16:30:11.612
19341;27.0;1151;67;1260;;admin;2019-12-12 16:30:11.615;admin;2019-12-12 16:30:11.615
19342;100.0;1151;67;1254;;admin;2019-12-12 16:30:11.618;admin;2019-12-12 16:30:11.618
19343;100.0;1151;67;1255;;admin;2019-12-12 16:30:11.622;admin;2019-12-12 16:30:11.622
19344;14.600000381469727;1151;276;1252;;admin;2019-12-12 16:30:11.703;admin;2019-12-12 16:30:11.703
19345;39.20000076293945;1151;276;1253;;admin;2019-12-12 16:30:11.706;admin;2019-12-12 16:30:11.706
19346;116.69999694824219;1151;276;1256;;admin;2019-12-12 16:30:11.709;admin;2019-12-12 16:30:11.709
19347;0.0;1151;276;1258;;admin;2019-12-12 16:30:11.712;admin;2019-12-12 16:30:11.712
19348;53.599998474121094;1151;276;1259;;admin;2019-12-12 16:30:11.715;admin;2019-12-12 16:30:11.715
19349;118.0;1151;276;1257;;admin;2019-12-12 16:30:11.718;admin;2019-12-12 16:30:11.718
19350;57.20000076293945;1151;276;1260;;admin;2019-12-12 16:30:11.721;admin;2019-12-12 16:30:11.721
19601;100.0;1151;276;1254;;admin;2019-12-12 16:30:11.724;admin;2019-12-12 16:30:11.724
19602;50.0;1151;276;1255;;admin;2019-12-12 16:30:11.727;admin;2019-12-12 16:30:11.727
19603;-34.29999923706055;1151;83;1252;;admin;2019-12-12 16:30:11.806;admin;2019-12-12 16:30:11.806
19604;0.0;1151;83;1253;;admin;2019-12-12 16:30:11.809;admin;2019-12-12 16:30:11.809
19605;73.0;1151;83;1256;;admin;2019-12-12 16:30:11.812;admin;2019-12-12 16:30:11.812
19606;44.400001525878906;1151;83;1258;;admin;2019-12-12 16:30:11.817;admin;2019-12-12 16:30:11.817
